name,path,versionBucket,kind,extension,size,sizeLabel,importCandidate,status,localPath,rawUrl,githubUrl,featureTags
StayOnline.ocx,40-50/controls/kdsol/StayOnline.ocx,AOL 4.0-5.0,runtime/control file,.ocx,18944,19 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/kdsol/StayOnline.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/kdsol/StayOnline.ocx,all-in-one/prog suite
DFX.htm,40-50/controls/mpscan/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/mpscan/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/mpscan/DFX.htm,chat scan/control; all-in-one/prog suite
MPexChat.oca,40-50/controls/mpscan/MPexChat.oca,AOL 4.0-5.0,runtime/control file,.oca,9728,9.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/mpscan/MPexChat.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/mpscan/MPexChat.oca,chat scan/control; room/chat; all-in-one/prog suite
MPexChat.ocx,40-50/controls/mpscan/MPexChat.ocx,AOL 4.0-5.0,runtime/control file,.ocx,131072,128 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/mpscan/MPexChat.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/mpscan/MPexChat.ocx,chat scan/control; room/chat; all-in-one/prog suite
Readme.doc,40-50/controls/mpscan/Readme.doc,AOL 4.0-5.0,tutorial/help file,.doc,5632,5.5 KB,yes,ready,files/external/raw-githubusercontent-com/readme-01e9eb35.doc,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/mpscan/Readme.doc,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/mpscan/Readme.doc,chat scan/control; all-in-one/prog suite
DFX.htm,40-50/controls/ripchat2/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3816,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/DFX.htm,room/chat; all-in-one/prog suite
Read.txt,40-50/controls/ripchat2/Read.txt,AOL 4.0-5.0,text/readme file,.txt,2359,2.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/Read.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/Read.txt,room/chat; all-in-one/prog suite
Ripchat2.exp,40-50/controls/ripchat2/Ripchat2.exp,AOL 4.0-5.0,runtime/control file,.exp,688,688 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.exp,room/chat; all-in-one/prog suite
Ripchat2.lib,40-50/controls/ripchat2/Ripchat2.lib,AOL 4.0-5.0,runtime/control file,.lib,4032,3.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.lib,room/chat; all-in-one/prog suite
RIPCHAT2.oca,40-50/controls/ripchat2/RIPCHAT2.oca,AOL 4.0-5.0,runtime/control file,.oca,10752,11 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/RIPCHAT2.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/RIPCHAT2.oca,room/chat; all-in-one/prog suite
Ripchat2.ocx,40-50/controls/ripchat2/Ripchat2.ocx,AOL 4.0-5.0,runtime/control file,.ocx,383488,375 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat2/Ripchat2.ocx,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/ripchat3/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3816,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat3/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat3/DFX.htm,room/chat; all-in-one/prog suite
Read Me.txt,40-50/controls/ripchat3/Read Me.txt,AOL 4.0-5.0,text/readme file,.txt,2890,2.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat3/Read%20Me.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat3/Read%20Me.txt,room/chat; all-in-one/prog suite
ripchat3.exp,40-50/controls/ripchat3/ripchat3.exp,AOL 4.0-5.0,runtime/control file,.exp,688,688 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.exp,room/chat; all-in-one/prog suite
ripchat3.lib,40-50/controls/ripchat3/ripchat3.lib,AOL 4.0-5.0,runtime/control file,.lib,4032,3.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.lib,room/chat; all-in-one/prog suite
ripchat3.ocx,40-50/controls/ripchat3/ripchat3.ocx,AOL 4.0-5.0,runtime/control file,.ocx,443904,434 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat3/ripchat3.ocx,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/ripchat333/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat333/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat333/DFX.htm,room/chat; all-in-one/prog suite
Read Me.txt,40-50/controls/ripchat333/Read Me.txt,AOL 4.0-5.0,text/readme file,.txt,2931,2.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat333/Read%20Me.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat333/Read%20Me.txt,room/chat; all-in-one/prog suite
RIPCHAT3.oca,40-50/controls/ripchat333/RIPCHAT3.oca,AOL 4.0-5.0,runtime/control file,.oca,11264,11 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat333/RIPCHAT3.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat333/RIPCHAT3.oca,room/chat; all-in-one/prog suite
ripchat3.ocx,40-50/controls/ripchat333/ripchat3.ocx,AOL 4.0-5.0,runtime/control file,.ocx,458752,448 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/ripchat333/ripchat3.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/ripchat333/ripchat3.ocx,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/roombustocx/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,4103,4.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/roombustocx/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/roombustocx/DFX.htm,room/chat; all-in-one/prog suite
rooombust.ocx,40-50/controls/roombustocx/rooombust.ocx,AOL 4.0-5.0,runtime/control file,.ocx,65536,64 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/roombustocx/rooombust.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/roombustocx/rooombust.ocx,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/salemtool/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3818,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/DFX.htm,all-in-one/prog suite
salem.txt,40-50/controls/salemtool/salem.txt,AOL 4.0-5.0,text/readme file,.txt,185,185 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/salem.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/salem.txt,all-in-one/prog suite
salemcodes.txt,40-50/controls/salemtool/salemcodes.txt,AOL 4.0-5.0,text/readme file,.txt,725,725 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/salemcodes.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/salemcodes.txt,all-in-one/prog suite
SalemTools.exp,40-50/controls/salemtool/SalemTools.exp,AOL 4.0-5.0,runtime/control file,.exp,694,694 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.exp,all-in-one/prog suite
SalemTools.lib,40-50/controls/salemtool/SalemTools.lib,AOL 4.0-5.0,runtime/control file,.lib,4056,4.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.lib,all-in-one/prog suite
SalemTools.ocx,40-50/controls/salemtool/SalemTools.ocx,AOL 4.0-5.0,runtime/control file,.ocx,46592,46 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/salemtool/SalemTools.ocx,all-in-one/prog suite
DFX.htm,40-50/controls/score3/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score3/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score3/DFX.htm,all-in-one/prog suite
readme.txt,40-50/controls/score3/readme.txt,AOL 4.0-5.0,text/readme file,.txt,1014,1014 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score3/readme.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score3/readme.txt,all-in-one/prog suite
score3.ocx,40-50/controls/score3/score3.ocx,AOL 4.0-5.0,runtime/control file,.ocx,13312,13 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score3/score3.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score3/score3.ocx,all-in-one/prog suite
DFX.htm,40-50/controls/score4/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/DFX.htm,all-in-one/prog suite
example.vbp,40-50/controls/score4/example.vbp,AOL 4.0-5.0,Visual Basic project file,.vbp,588,588 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/example.vbp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/example.vbp,all-in-one/prog suite
example.vbw,40-50/controls/score4/example.vbw,AOL 4.0-5.0,Visual Basic project file,.vbw,49,49 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/example.vbw,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/example.vbw,all-in-one/prog suite
Form1.frm,40-50/controls/score4/Form1.frm,AOL 4.0-5.0,Visual Basic project file,.frm,3864,3.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/Form1.frm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/Form1.frm,all-in-one/prog suite
Form1.frx,40-50/controls/score4/Form1.frx,AOL 4.0-5.0,Visual Basic project file,.frx,182,182 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/Form1.frx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/Form1.frx,all-in-one/prog suite
ScoreKeeper4.ocx,40-50/controls/score4/ScoreKeeper4.ocx,AOL 4.0-5.0,runtime/control file,.ocx,15360,15 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/ScoreKeeper4.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/ScoreKeeper4.ocx,all-in-one/prog suite
theReadMe.txt,40-50/controls/score4/theReadMe.txt,AOL 4.0-5.0,text/readme file,.txt,2883,2.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/score4/theReadMe.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/score4/theReadMe.txt,all-in-one/prog suite
DFX.htm,40-50/controls/syn/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn/DFX.htm,all-in-one/prog suite
readme.txt,40-50/controls/syn/readme.txt,AOL 4.0-5.0,text/readme file,.txt,1287,1.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn/readme.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn/readme.txt,all-in-one/prog suite
SynScan.ocx,40-50/controls/syn/SynScan.ocx,AOL 4.0-5.0,runtime/control file,.ocx,25088,25 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn/SynScan.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn/SynScan.ocx,chat scan/control; all-in-one/prog suite
DFX.htm,40-50/controls/syn2/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn2/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn2/DFX.htm,all-in-one/prog suite
SOURCE.ZIP,40-50/controls/syn2/SOURCE.ZIP,AOL 4.0-5.0,source archive,.zip,33858,33 KB,yes,ready,files/external/raw-githubusercontent-com/source-765b8841.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn2/SOURCE.ZIP,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn2/SOURCE.ZIP,source/tutorial; all-in-one/prog suite
Syn².oca,40-50/controls/syn2/Syn².oca,AOL 4.0-5.0,runtime/control file,.oca,9728,9.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn2/Syn%C2%B2.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn2/Syn%C2%B2.oca,all-in-one/prog suite
Syn².ocx,40-50/controls/syn2/Syn².ocx,AOL 4.0-5.0,runtime/control file,.ocx,36864,36 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/syn2/Syn%C2%B2.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/syn2/Syn%C2%B2.ocx,all-in-one/prog suite
DFX.htm,40-50/controls/toolz1/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3818,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/DFX.htm,all-in-one/prog suite
Toolz ocx Readme.txt,40-50/controls/toolz1/Toolz ocx Readme.txt,AOL 4.0-5.0,text/readme file,.txt,1005,1005 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/Toolz%20ocx%20Readme.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/Toolz%20ocx%20Readme.txt,all-in-one/prog suite
Toolz_1.exp,40-50/controls/toolz1/Toolz_1.exp,AOL 4.0-5.0,runtime/control file,.exp,684,684 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.exp,all-in-one/prog suite
Toolz_1.lib,40-50/controls/toolz1/Toolz_1.lib,AOL 4.0-5.0,runtime/control file,.lib,4016,3.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.lib,all-in-one/prog suite
Toolz_1.oca,40-50/controls/toolz1/Toolz_1.oca,AOL 4.0-5.0,runtime/control file,.oca,9216,9.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.oca,all-in-one/prog suite
Toolz_1.ocx,40-50/controls/toolz1/Toolz_1.ocx,AOL 4.0-5.0,runtime/control file,.ocx,51200,50 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/toolz1/Toolz_1.ocx,all-in-one/prog suite
DFX.htm,40-50/controls/vb5chat/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3819,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/DFX.htm,room/chat; all-in-one/prog suite
readme5.txt,40-50/controls/vb5chat/readme5.txt,AOL 4.0-5.0,text/readme file,.txt,5932,5.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/readme5.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/readme5.txt,room/chat; all-in-one/prog suite
VB5Chat2.exp,40-50/controls/vb5chat/VB5Chat2.exp,AOL 4.0-5.0,runtime/control file,.exp,688,688 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.exp,room/chat; all-in-one/prog suite
VB5Chat2.lib,40-50/controls/vb5chat/VB5Chat2.lib,AOL 4.0-5.0,runtime/control file,.lib,4032,3.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.lib,room/chat; all-in-one/prog suite
VB5Chat2.oca,40-50/controls/vb5chat/VB5Chat2.oca,AOL 4.0-5.0,runtime/control file,.oca,10240,10 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.oca,room/chat; all-in-one/prog suite
VB5Chat2.ocx,40-50/controls/vb5chat/VB5Chat2.ocx,AOL 4.0-5.0,runtime/control file,.ocx,110592,108 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/VB5Chat2.ocx,room/chat; all-in-one/prog suite
version5.txt,40-50/controls/vb5chat/version5.txt,AOL 4.0-5.0,text/readme file,.txt,169,169 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb5chat/version5.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb5chat/version5.txt,room/chat; all-in-one/prog suite
ChatOCX2.exp,40-50/controls/vb6chat/ChatOCX2.exp,AOL 4.0-5.0,runtime/control file,.exp,978,978 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.exp,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.exp,room/chat; all-in-one/prog suite
ChatOCX2.lib,40-50/controls/vb6chat/ChatOCX2.lib,AOL 4.0-5.0,runtime/control file,.lib,2616,2.6 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.lib,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.lib,room/chat; all-in-one/prog suite
ChatOCX2.oca,40-50/controls/vb6chat/ChatOCX2.oca,AOL 4.0-5.0,runtime/control file,.oca,9728,9.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.oca,room/chat; all-in-one/prog suite
ChatOCX2.ocx,40-50/controls/vb6chat/ChatOCX2.ocx,AOL 4.0-5.0,runtime/control file,.ocx,118784,116 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/ChatOCX2.ocx,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/vb6chat/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3819,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/DFX.htm,room/chat; all-in-one/prog suite
readme6.txt,40-50/controls/vb6chat/readme6.txt,AOL 4.0-5.0,text/readme file,.txt,5932,5.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/readme6.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/readme6.txt,room/chat; all-in-one/prog suite
version6.txt,40-50/controls/vb6chat/version6.txt,AOL 4.0-5.0,text/readme file,.txt,169,169 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/vb6chat/version6.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/vb6chat/version6.txt,room/chat; all-in-one/prog suite
DFX.htm,40-50/controls/venom/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/venom/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/venom/DFX.htm,all-in-one/prog suite
venom.oca,40-50/controls/venom/venom.oca,AOL 4.0-5.0,runtime/control file,.oca,10240,10 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/venom/venom.oca,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/venom/venom.oca,all-in-one/prog suite
venom.ocx,40-50/controls/venom/venom.ocx,AOL 4.0-5.0,runtime/control file,.ocx,90153,88 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/controls/venom/venom.ocx,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/controls/venom/venom.ocx,all-in-one/prog suite
